mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I
10,0.001626664,0.001066822,10,0.002479823,0.000103339,10,0.003319397,0.002145002,10,0.004169568,3.53E-05,10,0.005030433,4.97E-05,10,0.005885692,4.22E-05,10,0.006735305,0.00024651,10,0.007595662,3.34E-05,10,0.008466722,5.75E-05,10,0.009315602,3.07E-05,10,0.010183538,4.17E-05,10,0.011053933,3.10E-05,10,0.011935183,6.48E-05,10,0.012810735,3.79E-05,10,0.013663615,3.42E-05,10,0.01454407,3.26E-05,10,0.015427052,3.49E-05,10,0.016329526,3.17E-05,10,0.017200662,3.05E-05,10,0.0181082,3.07E-05,10,0.018984367,3.28E-05,10,0.019871417,3.10E-05,10,0.020786635,3.68E-05,10,0.021678786,3.38E-05,10,0.02259916,3.16E-05,10,0.023496235,3.12E-05
10.5,0.001704865,0.000969157,10.5,0.002598853,8.48E-05,10.5,0.003486951,0.000979238,10.5,0.00437758,3.15E-05,10.5,0.005279285,8.62E-05,10.5,0.006174995,4.35E-05,10.5,0.007064669,0.000261002,10.5,0.007974059,3.32E-05,10.5,0.008885965,4.72E-05,10.5,0.00977453,3.28E-05,10.5,0.010682921,5.15E-05,10.5,0.011593763,3.10E-05,10.5,0.012515841,7.26E-05,10.5,0.013440492,3.26E-05,10.5,0.01433275,3.66E-05,10.5,0.015253659,3.03E-05,10.5,0.016177088,4.67E-05,10.5,0.01712961,3.38E-05,10.5,0.018040438,3.48E-05,10.5,0.018989203,3.23E-05,10.5,0.019905005,3.26E-05,10.5,0.020832168,3.15E-05,10.5,0.021788599,3.17E-05,10.5,0.022729692,3.05E-05,10.5,0.023682382,3.23E-05,10.5,0.024628522,3.38E-05
11,0.001782937,0.000862931,11,0.002726515,6.91E-05,11,0.003655007,0.000490896,11,0.004586062,3.06E-05,11,0.005528505,0.000120454,11,0.006464597,4.65E-05,11,0.007394263,0.000287272,11,0.008344412,3.47E-05,11,0.00929707,3.71E-05,11,0.010234253,3.63E-05,11,0.011182958,6.08E-05,11,0.01214332,2.84E-05,11,0.01310618,5.48E-05,11,0.014071607,3.43E-05,11,0.015003056,3.25E-05,11,0.015964392,3.23E-05,11,0.016928199,4.36E-05,11,0.017922167,3.20E-05,11,0.018872675,3.20E-05,11,0.019871836,3.27E-05,11,0.020827215,3.28E-05,11,0.021794322,2.94E-05,11,0.022801313,3.28E-05,11,0.023773435,3.19E-05,11,0.024776168,3.20E-05,11,0.02576269,2.98E-05
11.5,0.001870063,0.00070568,11.5,0.002845524,6.32E-05,11.5,0.003823556,0.000193749,11.5,0.004794895,3.17E-05,11.5,0.005778073,0.000184477,11.5,0.006754475,4.50E-05,11.5,0.007733397,0.000240427,11.5,0.008724198,3.10E-05,11.5,0.00971762,3.79E-05,11.5,0.010694733,3.84E-05,11.5,0.011683748,5.58E-05,11.5,0.012684802,2.97E-05,11.5,0.013688345,4.86E-05,11.5,0.014703954,2.88E-05,11.5,0.015674535,3.76E-05,11.5,0.016685764,3.04E-05,11.5,0.017680324,4.96E-05,11.5,0.018725341,3.25E-05,11.5,0.019715319,3.20E-05,11.5,0.020756026,3.26E-05,11.5,0.021750944,3.76E-05,11.5,0.022767662,3.01E-05,11.5,0.023806324,3.30E-05,11.5,0.024828181,2.80E-05,11.5,0.025871991,3.27E-05,11.5,0.026889024,3.28E-05
12,0.001948241,0.000640743,12,0.002973914,4.97E-05,12,0.003982958,0.00018296,12,0.005004165,3.35E-05,12,0.006027969,0.000211068,12,0.0070543,4.59E-05,12,0.008063759,0.000134026,12,0.009104973,3.32E-05,12,0.010138963,4.98E-05,12,0.011165724,3.56E-05,12,0.012185182,5.70E-05,12,0.01323669,3.29E-05,12,0.014280864,3.27E-05,12,0.015337483,3.22E-05,12,0.016347234,3.88E-05,12,0.017398999,2.72E-05,12,0.01844336,4.42E-05,12,0.019530192,3.00E-05,12,0.020559693,3.47E-05,12,0.0216417,3.31E-05,12,0.022676081,3.31E-05,12,0.023743193,2.76E-05,12,0.024822858,3.16E-05,12,0.025884867,3.21E-05,12,0.026979919,3.30E-05,12,nan,nan
12.5,0.00202627,0.000525584,12.5,0.003102843,5.09E-05,12.5,0.00415206,0.000394284,12.5,0.005213818,3.33E-05,12.5,0.006288222,0.000239135,12.5,0.007345041,4.71E-05,12.5,0.008404372,8.60E-05,12.5,0.009486461,3.21E-05,12.5,0.010561064,6.01E-05,12.5,0.011627986,3.45E-05,12.5,0.012697414,4.49E-05,12.5,0.013779568,3.25E-05,12.5,0.01487459,3.35E-05,12.5,0.015972137,3.21E-05,12.5,0.017020816,3.64E-05,12.5,0.018123438,3.09E-05,12.5,0.01920805,3.13E-05,12.5,0.020336541,2.53E-05,12.5,0.021415776,3.37E-05,12.5,0.022539113,3.21E-05,12.5,0.023612903,3.37E-05,12.5,0.024710093,3.06E-05,12.5,0.025841149,3.05E-05,12.5,0.026953823,3.28E-05,12.5,0.028079569,3.30E-05,12.5,nan,nan
13,0.002114482,0.000546954,13,0.003221937,4.22E-05,13,0.004321611,0.000668084,13,0.00542384,3.42E-05,13,0.00653909,0.000263641,13,0.007646446,3.84E-05,13,0.008745873,4.21E-05,13,0.00985831,3.11E-05,13,0.01099436,6.04E-05,13,0.01209089,3.43E-05,13,0.013210971,3.92E-05,13,0.0143336,3.17E-05,13,0.015469402,4.18E-05,13,0.016607799,3.25E-05,13,0.017706086,3.76E-05,13,0.01883893,2.98E-05,13,0.019974252,3.26E-05,13,0.021144356,2.94E-05,13,0.022263289,3.26E-05,13,0.023427845,3.32E-05,13,0.024551823,3.02E-05,13,0.025699859,2.83E-05,13,0.026861296,3.22E-05,13,0.028014425,3.11E-05,13,0.029191916,3.11E-05,13,nan,nan
13.5,0.002192577,0.000457779,13.5,0.003351529,4.39E-05,13.5,0.004491594,0.001164149,13.5,0.005634209,3.04E-05,13.5,0.006790223,0.000235649,13.5,0.007937954,3.27E-05,13.5,0.009088232,3.13E-05,13.5,0.010241057,3.20E-05,13.5,0.011418251,7.37E-05,13.5,0.012565333,3.19E-05,13.5,0.013714849,3.72E-05,13.5,0.014888825,3.28E-05,13.5,0.016065392,4.73E-05,13.5,0.017255578,3.17E-05,13.5,0.018382127,3.46E-05,13.5,0.019566351,3.46E-05,13.5,0.020742057,4.05E-05,13.5,0.02195368,3.45E-05,13.5,0.023112222,3.00E-05,13.5,0.024329149,3.08E-05,13.5,0.025492679,3.48E-05,13.5,0.026681091,3.11E-05,13.5,0.027894527,3.20E-05,13.5,0.029088043,2.93E-05,13.5,0.030306751,3.35E-05,13.5,nan,nan
14,0.002281605,0.000373617,14,0.003481629,3.34E-05,14,0.004661999,0.001417108,14,0.005844913,3.27E-05,14,0.007052797,0.000220967,14,0.008240838,3.71E-05,14,0.009431422,4.73E-05,14,0.010635815,3.05E-05,14,0.011842858,7.17E-05,14,0.013029786,3.24E-05,14,0.014230543,4.20E-05,14,0.0154452,3.15E-05,14,0.016673905,4.92E-05,14,0.017893745,3.21E-05,14,0.019070422,3.80E-05,14,0.020295325,3.24E-05,14,0.021511407,3.79E-05,14,0.022764453,3.22E-05,14,0.023974043,3.23E-05,14,0.025232335,3.09E-05,14,0.026435485,3.38E-05,14,0.027664178,3.01E-05,14,0.028918649,3.32E-05,14,0.030164084,3.45E-05,14,0.031423857,3.36E-05,14,nan,nan
14.5,0.00235974,0.000301328,14.5,0.003600719,3.23E-05,14.5,0.004832806,0.002031427,14.5,0.006055929,3.27E-05,14.5,0.007304775,0.000207863,14.5,0.008544613,3.57E-05,14.5,0.009763788,8.06E-05,14.5,0.011020392,3.09E-05,14.5,0.01226802,5.64E-05,14.5,0.013506459,2.96E-05,14.5,0.01474743,4.82E-05,14.5,0.016002759,3.40E-05,14.5,0.017272341,4.43E-05,14.5,0.018544547,3.40E-05,14.5,0.019760298,3.93E-05,14.5,0.021025878,2.77E-05,14.5,0.022293934,3.75E-05,14.5,0.023588335,3.47E-05,14.5,0.024837816,3.35E-05,14.5,0.026137485,3.40E-05,14.5,0.02739194,3.22E-05,14.5,0.028660847,3.01E-05,14.5,0.029956387,3.39E-05,14.5,0.031242399,3.01E-05,14.5,0.032555083,3.14E-05,14.5,nan,nan
15,0.002449552,0.000262664,15,0.003731415,3.68E-05,15,0.005004003,0.00203687,15,0.006267242,3.20E-05,15,0.007556956,0.000134925,15,0.008837274,3.41E-05,15,0.01010817,0.00010057,15,0.011405644,3.05E-05,15,0.01270581,4.76E-05,15,0.013984375,3.22E-05,15,0.015265465,4.73E-05,15,0.0165612,3.27E-05,15,0.017871733,3.52E-05,15,0.019184794,3.22E-05,15,0.020451697,3.57E-05,15,0.021769892,3.33E-05,15,0.023066306,3.23E-05,15,0.024414204,3.14E-05,15,0.02570336,3.45E-05,15,0.027044235,3.01E-05,15,0.02833851,3.41E-05,15,0.029659872,3.15E-05,15,0.030996175,3.33E-05,15,0.032322672,3.49E-05,15,0.033676689,3.31E-05,15,nan,nan
15.5,0.002527698,0.000248948,15.5,0.003862584,3.36E-05,15.5,0.005175574,0.002525507,15.5,0.006491139,3.08E-05,15.5,0.007821608,8.88E-05,15.5,0.009142373,3.28E-05,15.5,0.010465671,0.000120452,15.5,0.011803943,3.11E-05,15.5,0.01314483,3.54E-05,15.5,0.014463429,3.26E-05,15.5,0.015784604,4.43E-05,15.5,0.01713323,3.18E-05,15.5,0.018484467,3.08E-05,15.5,0.019838314,3.44E-05,15.5,0.021144484,3.28E-05,15.5,0.022503519,3.36E-05,15.5,0.023852467,4.01E-05,15.5,0.0252419,3.26E-05,15.5,0.026570697,3.14E-05,15.5,0.027965407,3.17E-05,15.5,0.029299312,3.65E-05,15.5,0.030661071,3.48E-05,15.5,0.032050905,3.21E-05,15.5,0.03341781,3.41E-05,15.5,0.034812902,3.33E-05,15.5,nan,nan
16,0.002618264,0.000158096,16,0.003981576,3.60E-05,16,0.005347506,0.002333875,16,0.006703367,3.42E-05,16,0.00808721,5.65E-05,16,0.009448266,3.67E-05,16,0.010811882,0.000136834,16,0.012190823,3.00E-05,16,0.013572373,3.05E-05,16,0.014930876,3.12E-05,16,0.016317592,4.23E-05,16,0.017706969,3.21E-05,16,0.01909889,3.43E-05,16,0.020493413,3.27E-05,16,0.021851693,3.67E-05,16,0.023238373,3.37E-05,16,0.024640666,3.44E-05,16,0.026071525,3.17E-05,16,0.027452899,3.31E-05,16,0.028889043,3.29E-05,16,0.030262416,3.16E-05,16,0.031664468,3.20E-05,16,0.033108551,3.35E-05,16,0.034515754,3.28E-05,16,0.03595187,3.21E-05,16,nan,nan
16.5,0.00269652,0.000147262,16.5,0.004113277,3.89E-05,16.5,0.005519783,0.002762625,16.5,0.006915837,3.29E-05,16.5,0.008340617,4.07E-05,16.5,0.009754943,3.87E-05,16.5,0.011158773,0.000119293,16.5,0.012578279,2.91E-05,16.5,0.014013566,3.64E-05,16.5,0.015425096,3.33E-05,16.5,0.016839237,3.69E-05,16.5,0.018269114,3.11E-05,16.5,0.019714864,4.11E-05,16.5,0.021163256,3.11E-05,16.5,0.022547672,3.59E-05,16.5,0.024001299,3.20E-05,16.5,0.025430745,3.76E-05,16.5,0.026916314,3.07E-05,16.5,0.028337518,3.11E-05,16.5,0.029814986,3.08E-05,16.5,0.031227877,3.20E-05,16.5,0.032683598,3.33E-05,16.5,0.034155417,3.08E-05,16.5,0.035616325,3.07E-05,16.5,0.037106937,3.24E-05,16.5,nan,nan
17,0.00278781,0.000132044,17,0.004245415,4.26E-05,17,0.005692389,0.002290767,17,0.007141964,3.54E-05,17,0.008607596,3.15E-05,17,0.010062393,3.42E-05,17,0.011506282,8.86E-05,17,0.012979805,3.28E-05,17,0.014455942,4.55E-05,17,0.015907561,3.61E-05,17,0.017361725,3.44E-05,17,0.018845684,3.53E-05,17,0.020332334,3.84E-05,17,0.021821561,3.40E-05,17,0.023258629,3.67E-05,17,0.024739304,3.29E-05,17,0.026222562,3.46E-05,17,0.027749711,3.06E-05,17,0.029224472,3.11E-05,17,0.03074315,3.23E-05,17,0.032209133,3.22E-05,17,0.033705328,3.39E-05,17,0.035231875,3.10E-05,17,0.036733264,3.09E-05,17,0.038265167,3.27E-05,17,nan,nan
17.5,0.002879638,9.56E-05,17.5,0.004378065,4.28E-05,17.5,0.00586531,0.002415015,17.5,0.007355235,3.53E-05,17.5,0.008875417,4.28E-05,17.5,0.010370574,4.05E-05,17.5,0.011854474,8.20E-05,17.5,0.013382589,3.33E-05,17.5,0.014899459,5.04E-05,17.5,0.016391059,3.71E-05,17.5,0.017899237,3.78E-05,17.5,0.019423926,3.48E-05,17.5,0.020951246,3.69E-05,17.5,0.022495242,3.39E-05,17.5,0.023971632,3.71E-05,17.5,0.025506754,3.26E-05,17.5,0.027030379,3.45E-05,17.5,0.028599008,2.82E-05,17.5,0.030113775,3.01E-05,17.5,0.031673543,3.28E-05,17.5,0.033179114,3.23E-05,17.5,0.034715636,3.11E-05,17.5,0.036297612,3.20E-05,17.5,0.037839331,3.12E-05,17.5,0.039426547,3.58E-05,17.5,nan,nan
18,0.002957884,9.18E-05,18,0.004510954,3.91E-05,18,0.006038531,0.00187271,18,0.007582873,3.43E-05,18,0.009129849,7.27E-05,18,0.010679485,4.63E-05,18,0.012217474,6.70E-05,18,0.013772313,3.49E-05,18,0.015344079,6.02E-05,18,0.01688987,3.29E-05,18,0.018438303,4.58E-05,18,0.020003612,3.19E-05,18,0.021571543,3.31E-05,18,0.023156514,3.39E-05,18,0.024686457,3.14E-05,18,0.026262189,3.24E-05,18,0.027826044,3.46E-05,18,0.02945053,3.74E-05,18,0.031005164,3.32E-05,18,0.03262047,3.34E-05,18,0.034180129,3.57E-05,18,0.035756911,3.27E-05,18,0.037365623,3.06E-05,18,0.038962222,3.41E-05,18,0.04059079,3.39E-05,18,nan,nan
18.5,0.003035767,8.81E-05,18.5,0.00464433,4.67E-05,18.5,0.006226562,0.001595031,18.5,0.007796869,3.31E-05,18.5,0.009398905,9.21E-05,18.5,0.011003613,3.85E-05,18.5,0.012581776,4.60E-05,18.5,0.014177122,3.42E-05,18.5,0.015804433,5.69E-05,18.5,0.017375671,3.55E-05,18.5,0.018978871,4.27E-05,18.5,0.020584684,3.38E-05,18.5,0.022207937,3.02E-05,18.5,0.023833787,3.18E-05,18.5,0.02540303,3.53E-05,18.5,0.027019258,3.13E-05,18.5,0.028638091,3.87E-05,18.5,0.030304193,3.03E-05,18.5,0.031898551,3.39E-05,18.5,0.033570021,3.12E-05,18.5,0.035154476,3.29E-05,18.5,0.036786336,3.45E-05,18.5,0.038450808,3.13E-05,18.5,0.040087906,3.25E-05,18.5,0.041757782,3.09E-05,18.5,nan,nan
19,0.003128544,8.46E-05,19,0.004778095,4.85E-05,19,0.006400706,0.001565847,19,0.008025936,3.40E-05,19,0.009668729,0.00012553,19,0.011314186,4.04E-05,19,0.01293235,6.23E-05,19,0.014583077,3.24E-05,19,0.016236464,5.33E-05,19,0.017862374,3.44E-05,19,0.019521095,3.80E-05,19,0.021182395,3.06E-05,19,0.022846347,3.25E-05,19,0.024512951,3.41E-05,19,0.026121458,3.45E-05,19,0.027793344,3.08E-05,19,0.029452554,3.26E-05,19,0.031175395,3.10E-05,19,0.032809327,3.15E-05,19,0.034522334,3.03E-05,19,0.036161422,3.52E-05,19,0.037833663,3.20E-05,19,0.039539248,3.02E-05,19,0.041232112,3.23E-05,19,0.042927705,3.34E-05,19,nan,nan
19.5,0.003221684,9.33E-05,19.5,0.004912282,4.70E-05,19.5,0.006575101,0.001005419,19.5,0.00825587,3.24E-05,19.5,0.009939295,0.000159142,19.5,0.011625376,3.64E-05,19.5,0.013298781,7.78E-05,19.5,0.015005527,3.15E-05,19.5,0.016699559,4.21E-05,19.5,0.018365368,3.32E-05,19.5,0.020064648,3.73E-05,19.5,0.021766638,3.16E-05,19.5,0.023471202,3.50E-05,19.5,0.025209473,3.29E-05,19.5,0.026857143,3.48E-05,19.5,0.02856958,3.37E-05,19.5,0.030269128,3.24E-05,19.5,0.032033691,3.25E-05,19.5,0.033722773,3.45E-05,19.5,0.035477092,3.30E-05,19.5,0.037171339,3.50E-05,19.5,0.038883928,3.32E-05,19.5,0.040630499,3.41E-05,19.5,0.04236397,3.20E-05,19.5,nan,nan,19.5,nan,nan
20,0.00329973,0.00010025,20,0.005046834,4.62E-05,20,0.006765369,0.000787694,20,0.00848665,2.98E-05,20,0.010210579,0.000171497,20,0.011937154,3.34E-05,20,0.013666374,7.51E-05,20,0.015398269,3.15E-05,20,0.01716433,3.27E-05,20,0.01886991,3.14E-05,20,0.020609689,3.72E-05,20,0.022352171,3.54E-05,20,0.024128968,3.18E-05,20,0.025876693,3.43E-05,20,0.027595202,3.81E-05,20,0.029348139,3.46E-05,20,0.031103786,3.73E-05,20,0.032893963,3.17E-05,20,0.034638801,3.36E-05,20,0.036450389,3.13E-05,20,0.038184401,3.02E-05,20,0.039937117,2.90E-05,20,0.041740654,3.63E-05,20,0.043514623,3.63E-05,20,nan,nan,20,nan,nan
20.5,0.003409432,0.000109252,20.5,0.00518169,4.70E-05,20.5,0.006940588,0.00059526,20.5,0.008702226,3.21E-05,20.5,0.010498605,0.000193344,20.5,0.012265567,3.01E-05,20.5,0.014019066,9.76E-05,20.5,0.015823553,3.46E-05,20.5,0.017614585,3.06E-05,20.5,0.019375953,3.32E-05,20.5,0.021156098,3.26E-05,20.5,0.022955087,3.51E-05,20.5,0.024756814,3.38E-05,20.5,0.026577412,3.51E-05,20.5,0.028319271,3.26E-05,20.5,0.030128867,3.62E-05,20.5,0.031924789,3.47E-05,20.5,0.033788779,3.40E-05,20.5,0.035557327,3.38E-05,20.5,0.037410367,3.44E-05,20.5,0.039200423,3.13E-05,20.5,0.041009498,3.28E-05,20.5,0.042854143,2.98E-05,20.5,0.04466856,3.19E-05,20.5,nan,nan,20.5,nan,nan
21,0.0034877,0.000118888,21,0.005316783,4.74E-05,21,0.007116012,0.000399956,21,0.008934264,3.20E-05,21,0.010771612,0.000152463,21,0.012595244,3.19E-05,21,0.014405084,0.000100257,21,0.016234038,3.33E-05,21,0.018082177,3.90E-05,21,0.019883448,3.65E-05,21,0.021703821,4.45E-05,21,0.023559982,3.54E-05,21,0.025418854,3.59E-05,21,0.027280436,3.46E-05,21,0.02906144,3.55E-05,21,0.030911634,2.99E-05,21,0.032747779,3.77E-05,21,0.03465349,3.32E-05,21,0.036494938,3.35E-05,21,0.038389316,3.35E-05,21,0.040219237,3.35E-05,21,0.042068532,3.07E-05,21,0.043970966,2.98E-05,21,0.045842395,3.38E-05,21,nan,nan,21,nan,nan
21.5,0.003565704,0.000135163,21.5,0.005452403,4.52E-05,21.5,0.007308357,0.00026954,21.5,0.009167083,3.34E-05,21.5,0.011062041,0.00012166,21.5,0.012909345,3.30E-05,21.5,0.014759267,8.82E-05,21.5,0.016645544,3.42E-05,21.5,0.018534493,3.89E-05,21.5,0.020392346,3.25E-05,21.5,0.022269735,4.59E-05,21.5,0.024166799,3.18E-05,21.5,0.02606649,3.59E-05,21.5,0.027985879,3.33E-05,21.5,0.029822905,3.32E-05,21.5,0.031713572,3.38E-05,21.5,0.033606971,3.21E-05,21.5,0.035554202,3.34E-05,21.5,0.037435751,3.16E-05,21.5,0.039388456,3.04E-05,21.5,0.041241051,3.00E-05,21.5,0.043147603,3.03E-05,21.5,0.045091213,3.36E-05,21.5,0.047020314,3.49E-05,21.5,nan,nan,21.5,nan,nan
22,0.003677529,0.000158386,22,0.005588234,4.28E-05,22,0.0075016,0.000234102,22,0.009400657,3.17E-05,22,0.011336664,9.16E-05,22,0.013241086,3.03E-05,22,0.015148163,7.52E-05,22,0.01707511,3.31E-05,22,0.019004757,4.65E-05,22,0.020919835,3.10E-05,22,0.022837561,3.67E-05,22,0.024775244,3.28E-05,22,0.026715619,3.49E-05,22,0.028693405,3.40E-05,22,0.030569684,3.50E-05,22,0.03251807,2.93E-05,22,0.034451707,3.18E-05,22,0.036457803,3.33E-05,22,0.038379319,3.28E-05,22,0.040373433,3.35E-05,22,0.042282677,3.13E-05,22,0.044229554,3.11E-05,22,0.04623178,3.49E-05,22,0.048201571,3.21E-05,22,nan,nan,22,nan,nan
22.5,0.003755707,0.000179787,22.5,0.005741799,3.95E-05,22.5,0.007695722,0.000232604,22.5,0.009634966,3.34E-05,22.5,0.011611874,6.63E-05,22.5,0.013573993,3.10E-05,22.5,0.015521251,7.46E-05,22.5,0.017506309,3.40E-05,22.5,0.019476534,4.79E-05,22.5,0.02144941,3.24E-05,22.5,0.023389671,3.85E-05,22.5,0.025403217,3.13E-05,22.5,0.027384143,3.58E-05,22.5,0.029403193,3.39E-05,22.5,0.031318595,2.90E-05,22.5,0.0333075,3.02E-05,22.5,0.035299077,3.32E-05,22.5,0.037364597,3.28E-05,22.5,0.039325924,3.20E-05,22.5,0.041361286,3.12E-05,22.5,0.04332792,3.42E-05,22.5,0.045332873,3.19E-05,22.5,0.047376359,3.35E-05,22.5,0.049386676,3.44E-05,22.5,nan,nan,22.5,nan,nan
23,0.003851205,0.000227688,23,0.005860674,4.05E-05,23,0.007855064,0.000328554,23,0.009869986,3.27E-05,23,0.011887643,4.53E-05,23,0.013890141,3.60E-05,23,0.015895322,5.80E-05,23,0.017939063,3.14E-05,23,0.019967614,4.55E-05,23,0.021962915,3.21E-05,23,0.023978854,3.32E-05,23,0.026015499,3.24E-05,23,0.028054864,3.68E-05,23,0.030115048,3.23E-05,23,0.032087435,3.09E-05,23,0.034134866,3.34E-05,23,0.036166852,3.35E-05,23,0.038274212,3.35E-05,23,0.040275204,3.38E-05,23,0.042388115,3.17E-05,23,0.044394366,3.35E-05,23,0.046439721,3.55E-05,23,0.048524319,3.32E-05,23,0.050575015,3.32E-05,23,nan,nan,23,nan,nan
23.5,0.003947457,0.000210997,23.5,0.006015518,4.52E-05,23.5,0.008050165,0.000391928,23.5,0.010105693,3.56E-05,23.5,0.012182172,3.71E-05,23.5,0.014243171,3.76E-05,23.5,0.016288615,6.09E-05,23.5,0.018373363,3.25E-05,23.5,0.020460835,3.91E-05,23.5,0.022477682,3.29E-05,23.5,0.024552208,3.32E-05,23.5,0.026629445,3.40E-05,23.5,0.028727807,3.61E-05,23.5,0.030828987,3.58E-05,23.5,0.032858983,3.44E-05,23.5,0.034965496,3.26E-05,23.5,0.037037728,3.76E-05,23.5,0.03918676,3.22E-05,23.5,0.041227258,3.29E-05,23.5,0.043381897,3.30E-05,23.5,0.045446237,3.34E-05,23.5,0.047550437,3.11E-05,23.5,0.049675977,3.48E-05,23.5,0.051804248,3.40E-05,23.5,nan,nan,23.5,nan,nan
24,0.004025474,0.000245559,24,0.006171448,4.17E-05,24,0.008246086,0.000532112,24,0.010360624,3.34E-05,24,0.012477924,3.37E-05,24,0.014560766,3.75E-05,24,0.016683534,6.76E-05,24,0.018809058,3.42E-05,24,0.020937334,3.42E-05,24,0.023030962,3.31E-05,24,0.025127247,4.26E-05,24,0.027263668,3.49E-05,24,0.029402834,3.50E-05,24,0.031563542,3.26E-05,24,0.03361409,3.36E-05,24,0.035761377,3.41E-05,24,0.037911398,3.37E-05,24,0.040101995,3.30E-05,24,0.042219683,3.68E-05,24,0.044415778,3.06E-05,24,0.046500888,3.13E-05,24,0.048664494,3.17E-05,24,0.050868851,3.36E-05,24,0.052999865,3.48E-05,24,nan,nan,24,nan,nan
24.5,0.004140873,0.000249796,24.5,0.006290445,3.79E-05,24.5,0.008442808,0.000637032,24.5,0.010597992,3.39E-05,24.5,0.012755927,4.66E-05,24.5,0.01491661,3.91E-05,24.5,0.01704206,7.42E-05,24.5,0.019246211,3.39E-05,24.5,0.021415158,3.36E-05,24.5,0.023548684,3.34E-05,24.5,0.025723023,3.98E-05,24.5,0.027900096,3.36E-05,24.5,0.030079901,3.44E-05,24.5,0.03230075,3.27E-05,24.5,0.034409336,3.55E-05,24.5,0.036597335,3.26E-05,24.5,0.038787993,3.42E-05,24.5,0.041039128,3.17E-05,24.5,0.043196743,3.22E-05,24.5,0.04545348,3.26E-05,24.5,0.047577804,3.22E-05,24.5,0.049782112,3.08E-05,24.5,0.052027794,3.47E-05,24.5,0.054218092,3.44E-05,24.5,nan,nan,24.5,nan,nan
25,0.004218981,0.000265995,25,0.006447501,3.47E-05,25,0.00864031,0.00074069,25,0.010835976,3.31E-05,25,0.013072973,5.48E-05,25,0.015274162,3.52E-05,25,0.017439397,7.99E-05,25,0.019684779,3.16E-05,25,0.02189416,3.75E-05,25,0.024106269,3.27E-05,25,0.026321104,3.59E-05,25,0.028538661,3.35E-05,25,0.030797914,3.20E-05,25,0.033021026,3.31E-05,25,0.035207708,3.26E-05,25,0.037436127,3.26E-05,25,0.039667257,3.64E-05,25,0.041979525,3.34E-05,25,0.044176987,3.15E-05,25,0.046494898,3.26E-05,25,0.048697625,2.88E-05,25,0.050942362,3.23E-05,25,0.053229247,3.32E-05,25,nan,nan,25,nan,nan,25,nan,nan
25.5,0.004335872,0.000289031,25.5,0.006605321,3.91E-05,25.5,0.00883857,0.000860066,25.5,0.011074549,3.55E-05,25.5,0.013352556,7.74E-05,25.5,0.015594035,3.63E-05,25.5,0.017838237,7.28E-05,25.5,0.020124603,3.49E-05,25.5,0.022413783,3.61E-05,25.5,0.024626693,3.30E-05,25.5,0.026921396,3.91E-05,25.5,0.029179269,3.14E-05,25.5,0.031479533,3.54E-05,25.5,0.033782622,3.43E-05,25.5,0.036008926,3.38E-05,25.5,0.038277661,3.37E-05,25.5,0.040588969,3.26E-05,25.5,0.04294299,3.22E-05,25.5,0.045179983,3.30E-05,25.5,0.047539625,3.22E-05,25.5,0.049781949,3.18E-05,25.5,0.052066976,3.24E-05,25.5,0.054435004,3.01E-05,25.5,nan,nan,25.5,nan,nan,25.5,nan,nan
26,0.004414036,0.000292721,26,0.006724422,3.42E-05,26,0.009037569,0.000866665,26,0.011313691,3.64E-05,26,0.013652534,9.81E-05,26,0.015954183,3.65E-05,26,0.018238539,6.34E-05,26,0.020565752,3.35E-05,26,0.022895766,4.03E-05,26,0.025188366,3.11E-05,26,0.027483632,3.64E-05,26,0.029821936,3.34E-05,26,0.032203419,3.18E-05,26,0.03454735,3.54E-05,26,0.0368131,3.21E-05,26,0.039162504,3.22E-05,26,0.04147417,3.34E-05,26,0.043869707,3.31E-05,26,0.046186768,3.22E-05,26,0.04858795,3.21E-05,26,0.050869688,3.31E-05,26,0.053235637,3.08E-05,26,0.055645215,3.19E-05,26,nan,nan,26,nan,nan,26,nan,nan
